launch_time,users,converted_users,event_time,busy,available
2023-12-27 22:40:00,14,1,2023-12-27 22:40:00,100,7
2023-12-27 22:41:00,14,3,2023-12-27 22:41:00,96,12
2023-12-27 22:42:00,12,5,2023-12-27 22:42:00,90,19
2023-12-27 22:43:00,14,3,2023-12-27 22:43:00,91,18
2023-12-27 22:44:00,15,2,2023-12-27 22:44:00,93,16
2023-12-27 22:45:00,13,2,2023-12-27 22:45:00,94,16
2023-12-27 22:46:00,11,1,2023-12-27 22:46:00,105,5
2023-12-27 22:47:00,16,0,2023-12-27 22:47:00,101,5
2023-12-27 22:48:00,8,3,2023-12-27 22:48:00,103,9
2023-12-27 22:49:00,9,2,2023-12-27 22:49:00,102,10
2023-12-27 22:50:00,15,3,2023-12-27 22:50:00,98,15
2023-12-27 22:51:00,16,4,2023-12-27 22:51:00,96,18
2023-12-27 22:52:00,16,4,2023-12-27 22:52:00,103,12
2023-12-27 22:53:00,11,0,2023-12-27 22:53:00,102,13
2023-12-27 22:54:00,11,2,2023-12-27 22:54:00,102,13
2023-12-27 22:55:00,18,0,2023-12-27 22:55:00,102,11
2023-12-27 22:56:00,11,0,2023-12-27 22:56:00,107,5
2023-12-27 22:57:00,13,2,2023-12-27 22:57:00,89,5
2023-12-27 22:58:00,13,0,2023-12-27 22:58:00,90,7
2023-12-27 22:59:00,18,2,2023-12-27 22:59:00,86,10
2023-12-27 23:00:00,21,0,2023-12-27 23:00:00,90,7
2023-12-27 23:01:00,11,2,2023-12-27 23:01:00,88,6
2023-12-27 23:02:00,16,0,2023-12-27 23:02:00,77,6
2023-12-27 23:03:00,12,0,2023-12-27 23:03:00,75,8
2023-12-27 23:04:00,8,0,2023-12-27 23:04:00,71,8
2023-12-27 23:05:00,11,3,2023-12-27 23:05:00,66,5
2023-12-27 23:06:00,10,1,2023-12-27 23:06:00,66,6
2023-12-27 23:07:00,11,2,2023-12-27 23:07:00,63,9
2023-12-27 23:08:00,13,2,2023-12-27 23:08:00,63,9
2023-12-27 23:09:00,18,0,2023-12-27 23:09:00,66,6
2023-12-27 23:10:00,10,2,2023-12-27 23:10:00,66,6
2023-12-27 23:11:00,14,1,2023-12-27 23:11:00,61,14
2023-12-27 23:12:00,21,6,2023-12-27 23:12:00,56,19
2023-12-27 23:13:00,17,4,2023-12-27 23:13:00,56,30
2023-12-27 23:14:00,9,2,2023-12-27 23:14:00,64,20
2023-12-27 23:15:00,20,3,2023-12-27 23:15:00,73,11
2023-12-27 23:16:00,17,0,2023-12-27 23:16:00,71,10
2023-12-27 23:17:00,20,2,2023-12-27 23:17:00,72,8
2023-12-27 23:18:00,13,0,2023-12-27 23:18:00,72,7
2023-12-27 23:19:00,10,0,2023-12-27 23:19:00,75,4
2023-12-27 23:20:00,15,2,2023-12-27 23:20:00,67,12
2023-12-27 23:21:00,12,5,2023-12-27 23:21:00,54,25
2023-12-27 23:22:00,17,5,2023-12-27 23:22:00,53,26
2023-12-27 23:23:00,18,4,2023-12-27 23:23:00,60,18
2023-12-27 23:24:00,13,1,2023-12-27 23:24:00,61,17
2023-12-27 23:25:00,14,4,2023-12-27 23:25:00,65,23
2023-12-27 23:26:00,4,1,2023-12-27 23:26:00,69,19
2023-12-27 23:27:00,14,0,2023-12-27 23:27:00,76,12
2023-12-27 23:28:00,8,1,2023-12-27 23:28:00,74,14
2023-12-27 23:29:00,10,3,2023-12-27 23:29:00,75,13
2023-12-27 23:30:00,17,3,2023-12-27 23:30:00,82,10
2023-12-27 23:31:00,16,1,2023-12-27 23:31:00,80,12
2023-12-27 23:32:00,16,3,2023-12-27 23:32:00,79,15
2023-12-27 23:33:00,8,3,2023-12-27 23:33:00,85,8
2023-12-27 23:34:00,10,2,2023-12-27 23:34:00,78,11
2023-12-27 23:35:00,13,3,2023-12-27 23:35:00,70,16
2023-12-27 23:36:00,15,0,2023-12-27 23:36:00,76,10
2023-12-27 23:37:00,12,3,2023-12-27 23:37:00,68,19
2023-12-27 23:38:00,18,3,2023-12-27 23:38:00,69,17
2023-12-27 23:39:00,11,0,2023-12-27 23:39:00,78,8
2023-12-27 23:40:00,15,0,2023-12-27 23:40:00,78,7
2023-12-27 23:41:00,10,3,2023-12-27 23:41:00,74,11
2023-12-27 23:42:00,19,5,2023-12-27 23:42:00,65,21
2023-12-27 23:43:00,12,1,2023-12-27 23:43:00,47,41
2023-12-27 23:44:00,10,3,2023-12-27 23:44:00,72,16
2023-12-27 23:45:00,15,1,2023-12-27 23:45:00,82,6
2023-12-27 23:46:00,14,2,2023-12-27 23:46:00,79,9
2023-12-27 23:47:00,12,0,2023-12-27 23:47:00,79,7
2023-12-27 23:48:00,13,0,2023-12-27 23:48:00,75,11
2023-12-27 23:49:00,7,0,2023-12-27 23:49:00,68,19
2023-12-27 23:50:00,9,1,2023-12-27 23:50:00,66,24
2023-12-27 23:51:00,16,6,2023-12-27 23:51:00,65,25
2023-12-27 23:52:00,14,2,2023-12-27 23:52:00,75,15
2023-12-27 23:53:00,8,2,2023-12-27 23:53:00,82,7
2023-12-27 23:54:00,7,1,2023-12-27 23:54:00,70,19
2023-12-27 23:55:00,7,1,2023-12-27 23:55:00,75,14
2023-12-27 23:56:00,9,1,2023-12-27 23:56:00,82,11
2023-12-27 23:57:00,9,6,2023-12-27 23:57:00,67,26
2023-12-27 23:58:00,12,3,2023-12-27 23:58:00,82,9
2023-12-27 23:59:00,9,0,2023-12-27 23:59:00,73,18
2023-12-28 00:00:00,11,3,2023-12-28 00:00:00,78,13
2023-12-28 00:01:00,11,2,2023-12-28 00:01:00,69,21
2023-12-28 00:02:00,6,0,2023-12-28 00:02:00,59,31
2023-12-28 00:03:00,8,0,2023-12-28 00:03:00,72,19
2023-12-28 00:04:00,8,2,2023-12-28 00:04:00,68,22
2023-12-28 00:05:00,8,1,2023-12-28 00:05:00,60,31
2023-12-28 00:06:00,9,2,2023-12-28 00:06:00,77,14
2023-12-28 00:07:00,10,4,2023-12-28 00:07:00,80,11
2023-12-28 00:08:00,11,1,2023-12-28 00:08:00,78,13
2023-12-28 00:09:00,13,1,2023-12-28 00:09:00,83,8
2023-12-28 00:10:00,7,1,2023-12-28 00:10:00,79,12
2023-12-28 00:11:00,8,3,2023-12-28 00:11:00,77,13
2023-12-28 00:12:00,6,0,2023-12-28 00:12:00,64,22
2023-12-28 00:13:00,10,0,2023-12-28 00:13:00,72,9
2023-12-28 00:14:00,9,1,2023-12-28 00:14:00,68,11
2023-12-28 00:15:00,6,0,2023-12-28 00:15:00,71,8
2023-12-28 00:16:00,9,5,2023-12-28 00:16:00,67,12
2023-12-28 00:17:00,8,0,2023-12-28 00:17:00,77,4
2023-12-28 00:18:00,7,2,2023-12-28 00:18:00,76,5
2023-12-28 00:19:00,10,2,2023-12-28 00:19:00,69,12
2023-12-28 00:20:00,10,2,2023-12-28 00:20:00,62,16
2023-12-28 00:21:00,11,0,2023-12-28 00:21:00,63,7
2023-12-28 00:22:00,18,1,2023-12-28 00:22:00,65,4
2023-12-28 00:23:00,11,2,2023-12-28 00:23:00,60,9
2023-12-28 00:24:00,6,2,2023-12-28 00:24:00,60,9
2023-12-28 00:25:00,16,0,2023-12-28 00:25:00,65,4
2023-12-28 00:26:00,11,1,2023-12-28 00:26:00,64,5
2023-12-28 00:27:00,11,1,2023-12-28 00:27:00,63,6
2023-12-28 00:28:00,8,1,2023-12-28 00:28:00,61,8
2023-12-28 00:29:00,6,1,2023-12-28 00:29:00,55,4
2023-12-28 00:30:00,6,1,2023-12-28 00:30:00,56,3
2023-12-28 00:31:00,18,2,2023-12-28 00:31:00,56,5
2023-12-28 00:32:00,11,6,2023-12-28 00:32:00,48,12
2023-12-28 00:33:00,9,2,2023-12-28 00:33:00,51,7
2023-12-28 00:34:00,11,2,2023-12-28 00:34:00,48,8
2023-12-28 00:35:00,12,2,2023-12-28 00:35:00,46,10
2023-12-28 00:36:00,10,2,2023-12-28 00:36:00,47,9
2023-12-28 00:37:00,11,2,2023-12-28 00:37:00,46,9
2023-12-28 00:38:00,8,1,2023-12-28 00:38:00,48,7
2023-12-28 00:39:00,14,2,2023-12-28 00:39:00,55,1
2023-12-28 00:40:00,18,1,2023-12-28 00:40:00,55,1
2023-12-28 00:41:00,15,3,2023-12-28 00:41:00,50,8
2023-12-28 00:42:00,5,0,2023-12-28 00:42:00,48,10
2023-12-28 00:43:00,11,3,2023-12-28 00:43:00,40,17
2023-12-28 00:44:00,10,4,2023-12-28 00:44:00,48,13
2023-12-28 00:45:00,10,3,2023-12-28 00:45:00,50,12
2023-12-28 00:46:00,13,2,2023-12-28 00:46:00,47,11
2023-12-28 00:47:00,9,3,2023-12-28 00:47:00,50,8
2023-12-28 00:48:00,12,3,2023-12-28 00:48:00,51,9
2023-12-28 00:49:00,15,3,2023-12-28 00:49:00,49,8
2023-12-28 00:50:00,7,4,2023-12-28 00:50:00,40,19
2023-12-28 00:51:00,9,3,2023-12-28 00:51:00,47,11
2023-12-28 00:52:00,11,0,2023-12-28 00:52:00,52,7
2023-12-28 00:53:00,13,0,2023-12-28 00:53:00,53,6
2023-12-28 00:54:00,12,4,2023-12-28 00:54:00,39,20
2023-12-28 00:55:00,13,3,2023-12-28 00:55:00,32,24
2023-12-28 00:56:00,6,3,2023-12-28 00:56:00,46,13
2023-12-28 00:57:00,16,1,2023-12-28 00:57:00,48,18
2023-12-28 00:58:00,15,0,2023-12-28 00:58:00,56,10
2023-12-28 00:59:00,7,2,2023-12-28 00:59:00,57,8
2023-12-28 01:00:00,10,1,2023-12-28 01:00:00,47,18
2023-12-28 01:01:00,10,3,2023-12-28 01:01:00,47,14
2023-12-28 01:02:00,12,2,2023-12-28 01:02:00,53,10
2023-12-28 01:03:00,13,4,2023-12-28 01:03:00,54,13
2023-12-28 01:04:00,10,2,2023-12-28 01:04:00,52,15
2023-12-28 01:05:00,9,1,2023-12-28 01:05:00,56,10
2023-12-28 01:06:00,13,2,2023-12-28 01:06:00,53,14
2023-12-28 01:07:00,8,3,2023-12-28 01:07:00,52,16
2023-12-28 01:08:00,14,1,2023-12-28 01:08:00,58,10
2023-12-28 01:09:00,7,4,2023-12-28 01:09:00,62,6
2023-12-28 01:10:00,7,1,2023-12-28 01:10:00,62,6
2023-12-28 01:11:00,6,3,2023-12-28 01:11:00,59,9
2023-12-28 01:12:00,13,0,2023-12-28 01:12:00,65,4
2023-12-28 01:13:00,5,0,2023-12-28 01:13:00,65,4
2023-12-28 01:14:00,9,2,2023-12-28 01:14:00,56,13
2023-12-28 01:15:00,11,3,2023-12-28 01:15:00,52,15
2023-12-28 01:16:00,9,0,2023-12-28 01:16:00,54,11
2023-12-28 01:17:00,7,2,2023-12-28 01:17:00,53,15
2023-12-28 01:18:00,10,2,2023-12-28 01:18:00,58,20
2023-12-28 01:19:00,11,1,2023-12-28 01:19:00,62,18
2023-12-28 01:20:00,9,1,2023-12-28 01:20:00,72,8
2023-12-28 01:21:00,12,3,2023-12-28 01:21:00,65,14
2023-12-28 01:22:00,11,3,2023-12-28 01:22:00,62,15
2023-12-28 01:23:00,13,5,2023-12-28 01:23:00,50,30
2023-12-28 01:24:00,6,0,2023-12-28 01:24:00,52,29
2023-12-28 01:25:00,12,0,2023-12-28 01:25:00,62,22
2023-12-28 01:26:00,13,3,2023-12-28 01:26:00,59,24
2023-12-28 01:27:00,11,4,2023-12-28 01:27:00,59,20
2023-12-28 01:28:00,17,5,2023-12-28 01:28:00,63,16
2023-12-28 01:29:00,12,1,2023-12-28 01:29:00,61,18
2023-12-28 01:30:00,9,2,2023-12-28 01:30:00,60,19
2023-12-28 01:31:00,12,3,2023-12-28 01:31:00,67,13
2023-12-28 01:32:00,13,3,2023-12-28 01:32:00,61,18
2023-12-28 01:33:00,13,4,2023-12-28 01:33:00,58,33
2023-12-28 01:34:00,14,5,2023-12-28 01:34:00,51,41
2023-12-28 01:35:00,13,1,2023-12-28 01:35:00,64,28
2023-12-28 01:36:00,10,4,2023-12-28 01:36:00,62,30
2023-12-28 01:37:00,6,2,2023-12-28 01:37:00,75,17
2023-12-28 01:38:00,8,3,2023-12-28 01:38:00,78,15
2023-12-28 01:39:00,13,1,2023-12-28 01:39:00,66,27
2023-12-28 01:40:00,5,1,2023-12-28 01:40:00,58,34
2023-12-28 01:41:00,8,1,2023-12-28 01:41:00,68,24
2023-12-28 01:42:00,4,1,2023-12-28 01:42:00,72,22
2023-12-28 01:43:00,9,3,2023-12-28 01:43:00,55,40
2023-12-28 01:44:00,8,1,2023-12-28 01:44:00,73,20
2023-12-28 01:45:00,13,2,2023-12-28 01:45:00,63,35
2023-12-28 01:46:00,7,0,2023-12-28 01:46:00,60,46
2023-12-28 01:47:00,4,2,2023-12-28 01:47:00,82,23
2023-12-28 01:48:00,13,4,2023-12-28 01:48:00,78,24
2023-12-28 01:49:00,16,2,2023-12-28 01:49:00,76,26
2023-12-28 01:50:00,10,0,2023-12-28 01:50:00,78,24
2023-12-28 01:51:00,9,2,2023-12-28 01:51:00,85,18
2023-12-28 01:52:00,13,4,2023-12-28 01:52:00,68,35
2023-12-28 01:53:00,11,2,2023-12-28 01:53:00,82,21
2023-12-28 01:54:00,10,1,2023-12-28 01:54:00,67,36
2023-12-28 01:55:00,12,3,2023-12-28 01:55:00,73,29
2023-12-28 01:56:00,5,1,2023-12-28 01:56:00,69,33
2023-12-28 01:57:00,9,2,2023-12-28 01:57:00,69,33
2023-12-28 01:58:00,4,1,2023-12-28 01:58:00,70,35
2023-12-28 01:59:00,11,5,2023-12-28 01:59:00,67,34
2023-12-28 02:00:00,7,0,2023-12-28 02:00:00,69,29
2023-12-28 02:01:00,13,2,2023-12-28 02:01:00,72,26
2023-12-28 02:02:00,11,3,2023-12-28 02:02:00,60,38
2023-12-28 02:03:00,6,3,2023-12-28 02:03:00,71,27
2023-12-28 02:04:00,19,2,2023-12-28 02:04:00,61,37
2023-12-28 02:05:00,6,2,2023-12-28 02:05:00,71,29
2023-12-28 02:06:00,6,1,2023-12-28 02:06:00,72,26
2023-12-28 02:07:00,11,1,2023-12-28 02:07:00,73,28
2023-12-28 02:08:00,10,4,2023-12-28 02:08:00,74,28
2023-12-28 02:09:00,13,1,2023-12-28 02:09:00,83,19
2023-12-28 02:10:00,11,1,2023-12-28 02:10:00,84,15
2023-12-28 02:11:00,9,3,2023-12-28 02:11:00,81,18
2023-12-28 02:12:00,9,3,2023-12-28 02:12:00,70,30
2023-12-28 02:13:00,10,2,2023-12-28 02:13:00,84,19
2023-12-28 02:14:00,16,5,2023-12-28 02:14:00,85,18
2023-12-28 02:15:00,10,1,2023-12-28 02:15:00,85,19
2023-12-28 02:16:00,11,3,2023-12-28 02:16:00,89,15
2023-12-28 02:17:00,15,5,2023-12-28 02:17:00,85,18
2023-12-28 02:18:00,12,2,2023-12-28 02:18:00,85,18
2023-12-28 02:19:00,12,2,2023-12-28 02:19:00,88,18
2023-12-28 02:20:00,4,1,2023-12-28 02:20:00,88,18
2023-12-28 02:21:00,11,0,2023-12-28 02:21:00,82,23
2023-12-28 02:22:00,7,5,2023-12-28 02:22:00,75,23
2023-12-28 02:23:00,7,2,2023-12-28 02:23:00,67,26
2023-12-28 02:24:00,13,1,2023-12-28 02:24:00,79,8
2023-12-28 02:25:00,10,1,2023-12-28 02:25:00,79,10
2023-12-28 02:26:00,19,0,2023-12-28 02:26:00,84,5
2023-12-28 02:27:00,17,1,2023-12-28 02:27:00,83,6
2023-12-28 02:28:00,10,2,2023-12-28 02:28:00,76,14
2023-12-28 02:29:00,6,1,2023-12-28 02:29:00,80,13
2023-12-28 02:30:00,11,2,2023-12-28 02:30:00,84,10
2023-12-28 02:31:00,9,1,2023-12-28 02:31:00,74,20
2023-12-28 02:32:00,10,3,2023-12-28 02:32:00,74,20
2023-12-28 02:33:00,10,1,2023-12-28 02:33:00,72,24
2023-12-28 02:34:00,13,1,2023-12-28 02:34:00,85,11
2023-12-28 02:35:00,14,4,2023-12-28 02:35:00,84,12
2023-12-28 02:36:00,8,1,2023-12-28 02:36:00,82,14
2023-12-28 02:37:00,9,2,2023-12-28 02:37:00,84,12
2023-12-28 02:38:00,10,4,2023-12-28 02:38:00,81,14
2023-12-28 02:39:00,14,0,2023-12-28 02:39:00,86,9
2023-12-28 02:40:00,10,1,2023-12-28 02:40:00,78,16
2023-12-28 02:41:00,8,1,2023-12-28 02:41:00,84,9
2023-12-28 02:42:00,13,3,2023-12-28 02:42:00,78,15
2023-12-28 02:43:00,14,4,2023-12-28 02:43:00,75,18
2023-12-28 02:44:00,15,2,2023-12-28 02:44:00,76,17
2023-12-28 02:45:00,14,2,2023-12-28 02:45:00,81,12
2023-12-28 02:46:00,16,2,2023-12-28 02:46:00,84,9
2023-12-28 02:47:00,10,3,2023-12-28 02:47:00,84,12
2023-12-28 02:48:00,7,2,2023-12-28 02:48:00,77,20
2023-12-28 02:49:00,12,3,2023-12-28 02:49:00,80,16
2023-12-28 02:50:00,9,0,2023-12-28 02:50:00,75,23
2023-12-28 02:51:00,14,3,2023-12-28 02:51:00,76,22
2023-12-28 02:52:00,12,5,2023-12-28 02:52:00,82,25
2023-12-28 02:53:00,14,6,2023-12-28 02:53:00,95,12
2023-12-28 02:54:00,13,3,2023-12-28 02:54:00,83,24
2023-12-28 02:55:00,12,2,2023-12-28 02:55:00,69,38
2023-12-28 02:56:00,12,2,2023-12-28 02:56:00,65,42
2023-12-28 02:57:00,10,6,2023-12-28 02:57:00,89,18
2023-12-28 02:58:00,18,4,2023-12-28 02:58:00,91,15
2023-12-28 02:59:00,13,1,2023-12-28 02:59:00,87,20
2023-12-28 03:00:00,12,2,2023-12-28 03:00:00,88,19
2023-12-28 03:01:00,11,0,2023-12-28 03:01:00,85,22
2023-12-28 03:02:00,12,1,2023-12-28 03:02:00,96,8
2023-12-28 03:03:00,11,2,2023-12-28 03:03:00,100,5
2023-12-28 03:04:00,17,3,2023-12-28 03:04:00,86,21
2023-12-28 03:05:00,11,2,2023-12-28 03:05:00,91,14
2023-12-28 03:06:00,10,1,2023-12-28 03:06:00,92,15
2023-12-28 03:07:00,13,1,2023-12-28 03:07:00,84,23
2023-12-28 03:08:00,14,2,2023-12-28 03:08:00,84,23
2023-12-28 03:09:00,12,2,2023-12-28 03:09:00,88,17
2023-12-28 03:10:00,12,2,2023-12-28 03:10:00,88,18
2023-12-28 03:11:00,18,1,2023-12-28 03:11:00,94,11
2023-12-28 03:12:00,15,2,2023-12-28 03:12:00,99,6
2023-12-28 03:13:00,14,0,2023-12-28 03:13:00,104,2
2023-12-28 03:14:00,12,5,2023-12-28 03:14:00,92,13
2023-12-28 03:15:00,9,1,2023-12-28 03:15:00,86,19
2023-12-28 03:16:00,8,2,2023-12-28 03:16:00,87,18
2023-12-28 03:17:00,4,0,2023-12-28 03:17:00,82,23
2023-12-28 03:18:00,6,2,2023-12-28 03:18:00,82,13
2023-12-28 03:19:00,6,1,2023-12-28 03:19:00,86,12
2023-12-28 03:20:00,10,4,2023-12-28 03:20:00,86,13
2023-12-28 03:21:00,6,0,2023-12-28 03:21:00,71,27
2023-12-28 03:22:00,9,2,2023-12-28 03:22:00,78,20
2023-12-28 03:23:00,11,2,2023-12-28 03:23:00,75,24
2023-12-28 03:24:00,8,0,2023-12-28 03:24:00,81,18
2023-12-28 03:25:00,8,3,2023-12-28 03:25:00,87,12
2023-12-28 03:26:00,19,4,2023-12-28 03:26:00,95,4
2023-12-28 03:27:00,10,2,2023-12-28 03:27:00,92,7
2023-12-28 03:28:00,8,1,2023-12-28 03:28:00,86,14
2023-12-28 03:29:00,9,2,2023-12-28 03:29:00,91,17
2023-12-28 03:30:00,10,3,2023-12-28 03:30:00,93,11
2023-12-28 03:31:00,5,1,2023-12-28 03:31:00,90,13
2023-12-28 03:32:00,11,3,2023-12-28 03:32:00,86,15
2023-12-28 03:33:00,12,4,2023-12-28 03:33:00,92,9
2023-12-28 03:34:00,15,1,2023-12-28 03:34:00,98,3
2023-12-28 03:35:00,13,0,2023-12-28 03:35:00,99,1
2023-12-28 03:36:00,8,0,2023-12-28 03:36:00,95,6
2023-12-28 03:37:00,7,4,2023-12-28 03:37:00,96,5
2023-12-28 03:38:00,11,4,2023-12-28 03:38:00,81,20
2023-12-28 03:39:00,7,0,2023-12-28 03:39:00,74,25
2023-12-28 03:40:00,13,2,2023-12-28 03:40:00,80,25
2023-12-28 03:41:00,11,2,2023-12-28 03:41:00,78,27
2023-12-28 03:42:00,12,4,2023-12-28 03:42:00,85,18
2023-12-28 03:43:00,13,5,2023-12-28 03:43:00,77,26
2023-12-28 03:44:00,14,3,2023-12-28 03:44:00,79,24
2023-12-28 03:45:00,13,3,2023-12-28 03:45:00,84,18
2023-12-28 03:46:00,13,2,2023-12-28 03:46:00,92,9
2023-12-28 03:47:00,8,3,2023-12-28 03:47:00,80,14
2023-12-28 03:48:00,6,0,2023-12-28 03:48:00,74,20
2023-12-28 03:49:00,10,0,2023-12-28 03:49:00,85,9
2023-12-28 03:50:00,10,4,2023-12-28 03:50:00,80,11
2023-12-28 03:51:00,10,3,2023-12-28 03:51:00,77,15
2023-12-28 03:52:00,12,3,2023-12-28 03:52:00,79,14
2023-12-28 03:53:00,21,1,2023-12-28 03:53:00,84,7
2023-12-28 03:54:00,15,3,2023-12-28 03:54:00,78,13
2023-12-28 03:55:00,9,1,2023-12-28 03:55:00,86,4
2023-12-28 03:56:00,8,0,2023-12-28 03:56:00,87,2
2023-12-28 03:57:00,15,5,2023-12-28 03:57:00,80,12
2023-12-28 03:58:00,15,1,2023-12-28 03:58:00,84,8
2023-12-28 03:59:00,11,2,2023-12-28 03:59:00,81,10
2023-12-28 04:00:00,7,2,2023-12-28 04:00:00,80,10
2023-12-28 04:01:00,13,6,2023-12-28 04:01:00,75,10
2023-12-28 04:02:00,10,0,2023-12-28 04:02:00,72,6
2023-12-28 04:03:00,9,0,2023-12-28 04:03:00,67,4
2023-12-28 04:04:00,12,1,2023-12-28 04:04:00,50,7
2023-12-28 04:05:00,12,0,2023-12-28 04:05:00,53,4
2023-12-28 04:06:00,12,0,2023-12-28 04:06:00,53,3
2023-12-28 04:07:00,11,3,2023-12-28 04:07:00,46,8
2023-12-28 04:08:00,7,0,2023-12-28 04:08:00,53,1
2023-12-28 04:09:00,8,0,2023-12-28 04:09:00,54,1
2023-12-28 04:10:00,11,2,2023-12-28 04:10:00,43,13
2023-12-28 04:11:00,10,2,2023-12-28 04:11:00,40,16
2023-12-28 04:12:00,6,2,2023-12-28 04:12:00,41,13
2023-12-28 04:13:00,14,1,2023-12-28 04:13:00,44,10
2023-12-28 04:14:00,9,3,2023-12-28 04:14:00,48,6
2023-12-28 04:15:00,12,0,2023-12-28 04:15:00,50,4
2023-12-28 04:16:00,13,1,2023-12-28 04:16:00,48,6
2023-12-28 04:17:00,17,4,2023-12-28 04:17:00,43,11
2023-12-28 04:18:00,11,2,2023-12-28 04:18:00,32,17
2023-12-28 04:19:00,11,2,2023-12-28 04:19:00,37,12
2023-12-28 04:20:00,8,2,2023-12-28 04:20:00,40,12
2023-12-28 04:21:00,7,1,2023-12-28 04:21:00,41,12
2023-12-28 04:22:00,9,3,2023-12-28 04:22:00,42,10
2023-12-28 04:23:00,10,4,2023-12-28 04:23:00,40,13
2023-12-28 04:24:00,12,3,2023-12-28 04:24:00,44,12
2023-12-28 04:25:00,13,4,2023-12-28 04:25:00,43,13
2023-12-28 04:26:00,12,0,2023-12-28 04:26:00,43,13
2023-12-28 04:27:00,7,3,2023-12-28 04:27:00,48,8
2023-12-28 04:28:00,10,2,2023-12-28 04:28:00,47,9
2023-12-28 04:29:00,5,2,2023-12-28 04:29:00,45,11
2023-12-28 04:30:00,12,4,2023-12-28 04:30:00,41,14
2023-12-28 04:31:00,11,4,2023-12-28 04:31:00,46,8
2023-12-28 04:32:00,6,3,2023-12-28 04:32:00,47,7
2023-12-28 04:33:00,13,2,2023-12-28 04:33:00,47,7
2023-12-28 04:34:00,7,1,2023-12-28 04:34:00,48,5
2023-12-28 04:35:00,11,3,2023-12-28 04:35:00,46,9
2023-12-28 04:36:00,12,3,2023-12-28 04:36:00,45,10
2023-12-28 04:37:00,7,3,2023-12-28 04:37:00,47,9
2023-12-28 04:38:00,9,0,2023-12-28 04:38:00,53,3
2023-12-28 04:39:00,11,1,2023-12-28 04:39:00,55,1
2023-12-28 04:40:00,13,2,2023-12-28 04:40:00,50,6
2023-12-28 04:41:00,11,1,2023-12-28 04:41:00,42,14
2023-12-28 04:42:00,16,2,2023-12-28 04:42:00,32,24
2023-12-28 04:43:00,10,0,2023-12-28 04:43:00,44,12
2023-12-28 04:44:00,12,3,2023-12-28 04:44:00,39,15
2023-12-28 04:45:00,10,2,2023-12-28 04:45:00,45,8
2023-12-28 04:46:00,13,1,2023-12-28 04:46:00,48,4
2023-12-28 04:47:00,10,1,2023-12-28 04:47:00,47,5
2023-12-28 04:48:00,10,0,2023-12-28 04:48:00,50,2
2023-12-28 04:49:00,12,2,2023-12-28 04:49:00,44,8
2023-12-28 04:50:00,9,0,2023-12-28 04:50:00,45,7
2023-12-28 04:51:00,12,1,2023-12-28 04:51:00,46,6
2023-12-28 04:52:00,12,1,2023-12-28 04:52:00,47,5
2023-12-28 04:53:00,9,0,2023-12-28 04:53:00,47,8
2023-12-28 04:54:00,6,0,2023-12-28 04:54:00,52,1
2023-12-28 04:55:00,8,0,2023-12-28 04:55:00,46,7
2023-12-28 04:56:00,7,1,2023-12-28 04:56:00,41,11
2023-12-28 04:57:00,16,1,2023-12-28 04:57:00,40,14
2023-12-28 04:58:00,10,2,2023-12-28 04:58:00,44,9
2023-12-28 04:59:00,15,3,2023-12-28 04:59:00,44,8
2023-12-28 05:00:00,14,1,2023-12-28 05:00:00,48,7
2023-12-28 05:01:00,17,2,2023-12-28 05:01:00,44,11
2023-12-28 05:02:00,14,2,2023-12-28 05:02:00,43,12
2023-12-28 05:03:00,8,1,2023-12-28 05:03:00,45,12
2023-12-28 05:04:00,13,2,2023-12-28 05:04:00,50,16
2023-12-28 05:05:00,11,2,2023-12-28 05:05:00,58,9
2023-12-28 05:06:00,7,1,2023-12-28 05:06:00,59,8
2023-12-28 05:07:00,12,2,2023-12-28 05:07:00,55,12
2023-12-28 05:08:00,18,2,2023-12-28 05:08:00,49,19
2023-12-28 05:09:00,14,3,2023-12-28 05:09:00,54,14
2023-12-28 05:10:00,10,3,2023-12-28 05:10:00,50,16
2023-12-28 05:11:00,8,1,2023-12-28 05:11:00,52,14
2023-12-28 05:12:00,16,3,2023-12-28 05:12:00,53,15
2023-12-28 05:13:00,5,2,2023-12-28 05:13:00,48,20
2023-12-28 05:14:00,13,2,2023-12-28 05:14:00,50,18
2023-12-28 05:15:00,5,0,2023-12-28 05:15:00,44,22
2023-12-28 05:16:00,10,5,2023-12-28 05:16:00,52,14
2023-12-28 05:17:00,6,1,2023-12-28 05:17:00,51,15
2023-12-28 05:18:00,4,1,2023-12-28 05:18:00,55,16
2023-12-28 05:19:00,13,4,2023-12-28 05:19:00,58,13
2023-12-28 05:20:00,11,2,2023-12-28 05:20:00,63,11
2023-12-28 05:21:00,8,1,2023-12-28 05:21:00,57,17
2023-12-28 05:22:00,6,0,2023-12-28 05:22:00,50,24
2023-12-28 05:23:00,7,1,2023-12-28 05:23:00,59,14
2023-12-28 05:24:00,9,3,2023-12-28 05:24:00,52,19
2023-12-28 05:25:00,8,4,2023-12-28 05:25:00,52,19
2023-12-28 05:26:00,9,4,2023-12-28 05:26:00,51,18
2023-12-28 05:27:00,14,1,2023-12-28 05:27:00,60,9
2023-12-28 05:28:00,14,2,2023-12-28 05:28:00,56,13
2023-12-28 05:29:00,10,1,2023-12-28 05:29:00,59,10
2023-12-28 05:30:00,14,0,2023-12-28 05:30:00,56,13
